work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,covid_mean_cases
2022,MI,FT,Data Scientist,141300,US,0,US,M,158462
2022,MI,FT,Data Scientist,102100,US,0,US,M,158462
2022,SE,FT,Data Analyst,115934,US,100,US,M,158462
2022,SE,FT,Data Analyst,81666,US,100,US,M,158462
2022,MI,FT,Data Engineer,206699,US,0,US,M,158462
2022,MI,FT,Data Engineer,99100,US,0,US,M,158462
2022,SE,FT,Data Engineer,130000,US,100,US,M,158462
2022,SE,FT,Data Engineer,110500,US,100,US,M,158462
2022,MI,FT,Data Analyst,63672,GB,0,GB,M,41353
2022,MI,FT,Data Analyst,44570,GB,0,GB,M,41353
2022,SE,FT,Data Analyst,80000,US,100,US,M,158462
2022,SE,FT,Data Analyst,60000,US,100,US,M,158462
2022,SE,FT,Data Architect,192564,US,100,US,M,158462
2022,SE,FT,Data Architect,144854,US,100,US,M,158462
2022,SE,FT,Data Scientist,230000,US,100,US,M,158462
2022,SE,FT,Data Scientist,150000,US,100,US,M,158462
2022,SE,FT,Data Analytics Manager,150260,US,100,US,M,158462
2022,SE,FT,Data Analytics Manager,109280,US,100,US,M,158462
2022,SE,FT,Data Analyst,170000,US,100,US,M,158462
2022,SE,FT,Data Analyst,150000,US,100,US,M,158462
2022,MI,FT,Data Scientist,160000,US,100,US,M,158462
2022,MI,FT,Data Scientist,130000,US,100,US,M,158462
2022,EN,FT,Data Analyst,67000,CA,0,CA,M,1457
2022,EN,FT,Data Analyst,52000,CA,0,CA,M,1457
2022,SE,FT,Data Engineer,154000,US,100,US,M,158462
2022,SE,FT,Data Engineer,126000,US,100,US,M,158462
2022,SE,FT,Data Analyst,129000,US,0,US,M,158462
2022,SE,FT,Data Analyst,99000,US,0,US,M,158462
2022,SE,FT,Data Scientist,210000,US,100,US,M,158462
2022,SE,FT,Data Scientist,140000,US,100,US,M,158462
2022,SE,FT,Data Scientist,210000,US,100,US,M,158462
2022,SE,FT,Data Scientist,140000,US,100,US,M,158462
2022,SE,FT,Data Scientist,210000,US,100,US,M,158462
2022,SE,FT,Data Scientist,140000,US,100,US,M,158462
2022,SE,FT,Data Analyst,100000,US,100,US,M,158462
2022,SE,FT,Data Analyst,69000,US,100,US,M,158462
2022,SE,FT,Data Scientist,210000,US,100,US,M,158462
2022,SE,FT,Data Scientist,140000,US,100,US,M,158462
2022,SE,FT,Data Analyst,150075,US,100,US,M,158462
2022,SE,FT,Data Analyst,110925,US,100,US,M,158462
2022,SE,FT,Data Engineer,100000,US,100,US,M,158462
2022,SE,FT,Data Engineer,25000,US,100,US,M,158462
2022,SE,FT,Data Analyst,126500,US,100,US,M,158462
2022,SE,FT,Data Analyst,106260,US,100,US,M,158462
2022,SE,FT,Data Engineer,220110,US,100,US,M,158462
2022,SE,FT,Data Engineer,160080,US,100,US,M,158462
2022,SE,FT,Data Analyst,105000,US,100,US,M,158462
2022,SE,FT,Data Analyst,100000,US,100,US,M,158462
2022,SE,FT,Data Analyst,170000,US,100,US,M,158462
2022,SE,FT,Data Analyst,135000,US,100,US,M,158462
2022,SE,FT,Data Scientist,230000,US,100,US,M,158462
2022,SE,FT,Data Scientist,140000,US,100,US,M,158462
2022,MI,FT,Data Analyst,135000,US,100,US,M,158462
2022,MI,FT,Data Analyst,50000,US,100,US,M,158462
2022,SE,FT,Data Scientist,220000,US,100,US,M,158462
2022,SE,FT,Data Scientist,140000,US,100,US,M,158462
2022,MI,FT,Data Scientist,178281,GB,0,GB,M,41353
2022,MI,FT,Data Scientist,89140,GB,0,GB,M,41353
2022,SE,FT,Machine Learning Engineer,220000,US,100,US,M,158462
2022,SE,FT,Machine Learning Engineer,120000,US,100,US,M,158462
2022,MI,FT,Data Scientist,200000,US,100,US,M,158462
2022,MI,FT,Data Scientist,120000,US,100,US,M,158462
2022,SE,FT,Machine Learning Engineer,120000,AE,100,AE,S,1057
2022,SE,FT,Machine Learning Engineer,65000,AE,100,AE,S,1057
2022,EX,FT,Data Engineer,324000,US,100,US,M,158462
2022,EX,FT,Data Engineer,216000,US,100,US,M,158462
2022,SE,FT,Data Engineer,210000,US,100,US,M,158462
2022,SE,FT,Data Engineer,100000,US,100,US,M,158462
2022,SE,FT,Data Scientist,185100,US,100,US,M,158462
2022,SE,FT,Data Scientist,104890,US,100,US,M,158462
2022,SE,FT,Data Engineer,105000,US,100,US,M,158462
2022,SE,FT,Data Engineer,80000,US,100,US,M,158462
2022,MI,FT,Machine Learning Developer,78354,CA,100,CA,M,1457
2020,SE,FT,Machine Learning Manager,117104,CA,50,CA,L,1
2022,EX,FT,Director of Data Science,195886,CA,50,CA,L,1457
2022,MI,FT,Machine Learning Engineer,120000,US,100,US,S,158462
2022,MI,FT,NLP Engineer,36632,US,50,US,L,158462
2022,MI,FT,Business Data Analyst,18182,IN,100,IN,M,40775
2022,MI,FT,Data Scientist,31170,IN,100,IN,L,40775
2022,MI,FT,Machine Learning Infrastructure Engineer,56934,PT,50,PT,L,17139
2022,MI,PT,Data Engineer,53712,DE,50,DE,L,106028
2022,EN,FT,Data Scientist,18182,IN,100,IN,M,40775
2022,MI,FT,Applied Machine Learning Scientist,75000,BO,100,US,L,158462
2022,MI,FT,Applied Data Scientist,157000,US,100,US,L,158462
2022,MI,FT,Business Data Analyst,70519,CA,50,CA,L,1457
2022,EN,FT,Data Engineer,65000,US,100,US,S,158462
2022,SE,FT,Machine Learning Engineer,69825,IE,100,IE,S,3609
2021,MI,FT,Data Scientist,109000,US,50,US,L,91462
2022,MI,FT,Data Scientist,68952,CA,100,CA,M,1457
2022,EN,FT,Computer Vision Engineer,10000,PT,100,LU,M,779
2022,MI,FT,Data Analyst,20000,GR,100,GR,S,14715
2021,SE,FT,Head of Data,102839,SI,100,SI,L,937
2022,SE,FT,Head of Data,200000,MY,100,US,M,158462
2022,EN,FT,Data Scientist,52105,CA,100,CA,L,1457
2022,MI,FT,Data Scientist,78000,US,100,US,M,158462
2022,SE,FT,Data Engineer,135000,US,100,US,M,158462
2022,SE,FT,Data Engineer,115000,US,100,US,M,158462
2022,MI,FT,Machine Learning Engineer,86177,AU,100,AU,L,40902
2022,EN,FT,Data Scientist,40000,JP,100,MY,L,8554
2022,MI,FT,Head of Data,32227,EE,100,EE,S,1522
2022,SE,FT,Machine Learning Engineer,61231,NL,100,NL,L,22525
2020,EN,FT,Data Engineer,54742,PK,100,DE,L,4822
2022,SE,FT,Research Scientist,91310,FR,50,FR,L,104238
2022,EN,FT,Data Scientist,85465,AU,50,AU,M,40902
2022,SE,FT,Data Scientist,165000,US,100,US,M,158462
2022,MI,FT,Machine Learning Scientist,153000,US,50,US,M,158462
2022,SE,FT,Data Scientist,100000,BR,100,US,M,158462
2022,SE,FT,Machine Learning Developer,78354,CA,100,CA,M,1457
2022,MI,FT,Data Scientist,34476,PL,100,PL,L,8563
2022,MI,FT,Principal Data Analyst,75000,CA,100,CA,S,1457
2020,MI,FT,Product Data Analyst,20000,HN,0,HN,S,335
2022,EN,CT,Applied Machine Learning Scientist,31153,TN,100,CZ,M,6592
2021,MI,FT,Research Scientist,69999,CZ,50,CZ,L,4800
2022,EN,FT,Data Engineer,56720,PK,100,DE,M,106028
2022,MI,FT,Research Scientist,63380,AT,0,AT,L,15623
2022,SE,FT,Data Science Manager,152500,US,100,US,M,158462
2022,EN,FT,Research Scientist,120000,US,100,US,L,158462
2022,MI,FT,Data Scientist,135000,US,100,US,L,158462
2022,SE,FT,Data Analytics Lead,405000,US,100,US,L,158462
2021,SE,FT,Data Engineering Manager,150000,US,0,US,L,91462
2021,SE,FT,Data Science Manager,240000,US,0,US,L,91462
2021,MI,FT,Data Analyst,135000,US,100,US,L,91462
2021,EN,FT,Data Scientist,80000,US,100,US,M,91462
2022,SE,FT,Applied Data Scientist,380000,US,100,US,L,158462
2022,MI,FT,Data Scientist,121183,CH,0,CH,L,11391
2022,SE,FT,Applied Data Scientist,177000,US,100,US,L,158462
2022,MI,FT,Data Engineer,66603,FR,100,FR,M,104238
2022,MI,FT,Data Scientist,48000,RU,100,US,S,158462
2022,EN,FT,Data Analytics Engineer,20000,PK,0,PK,M,1158
2021,SE,FT,Principal Data Scientist,220000,US,0,US,L,91462
2021,MI,FT,ML Engineer,77364,JP,50,JP,S,4090
2021,MI,FT,ML Engineer,63711,JP,50,JP,S,4090
2022,EN,FT,Computer Vision Software Engineer,150000,AU,100,AU,S,40902
2021,MI,FT,Data Analyst,90000,US,100,US,M,91462
2022,MI,FL,Data Scientist,100000,CA,100,US,M,158462
2021,EN,FT,Data Scientist,100000,US,0,US,S,91462
2022,EN,PT,Data Scientist,100000,DZ,50,DZ,M,220
2022,SE,FT,Research Scientist,144000,US,50,US,L,158462
2022,SE,FT,Principal Data Scientist,158988,DE,100,DE,M,106028
2021,SE,FT,Computer Vision Engineer,24000,BR,100,BR,M,40032
2021,MI,FT,Applied Machine Learning Scientist,38400,VN,100,US,M,91462
2022,EN,FT,Financial Data Analyst,100000,US,50,US,L,158462
2021,MI,FT,Data Scientist,82500,US,100,US,S,91462
2021,EN,FT,Data Scientist,49646,FR,50,FR,M,21141
2021,SE,FT,Lead Data Scientist,40570,IN,50,IN,L,67352
2022,EN,FT,Data Engineer,120000,US,100,US,M,158462
2022,SE,FT,Lead Machine Learning Engineer,85939,DE,0,DE,M,106028
2021,EN,FT,Machine Learning Engineer,20000,IN,100,IN,S,67352
2022,EN,FT,Computer Vision Engineer,125000,US,0,US,M,158462
2021,MI,FT,Data Scientist,9466,IN,0,IN,S,67352
2021,SE,FT,Machine Learning Scientist,120000,US,50,US,S,91462
2021,EN,PT,Data Analyst,10354,ES,50,ES,M,13065
2021,EN,FT,Applied Data Scientist,110037,GB,0,GB,L,30622
2022,EN,FT,ML Engineer,21484,PT,100,PT,L,17139
2021,EN,FT,Data Analyst,50000,US,100,US,M,91462
2021,SE,FT,Principal Data Engineer,200000,US,100,US,M,91462
2021,MI,FT,Big Data Engineer,60000,ES,50,RO,M,3098
2021,MI,FT,Data Engineer,200000,US,100,US,L,91462
2021,EN,FT,Machine Learning Developer,100000,IQ,50,IQ,S,4103
2021,MI,FT,Data Engineer,100000,US,100,US,L,91462
2021,SE,FT,Machine Learning Engineer,82744,BE,50,BE,M,4043
2020,MI,FT,Data Engineering Manager,59303,DE,100,DE,S,4822
2021,MI,FT,Research Scientist,62649,FR,50,FR,M,21141
2021,MI,FT,Data Engineer,82528,GB,100,GB,L,30622
2021,MI,FT,Data Architect,170000,US,100,US,L,91462
2021,MI,FT,Data Architect,150000,US,100,US,L,91462
2021,EN,FT,BI Data Analyst,55000,US,50,US,S,91462
2021,EX,FT,Director of Data Science,250000,US,0,US,L,91462
2021,EN,FT,Data Engineer,80000,US,100,US,L,91462
2020,EN,FT,Big Data Engineer,70000,US,100,US,L,53623
2021,EX,FT,Director of Data Science,130026,DE,50,DE,M,14918
2021,EN,FT,Data Science Consultant,63831,DE,50,DE,L,14918
2020,SE,FT,Data Scientist,68428,GR,100,US,L,53623
2021,EX,FT,Head of Data Science,85000,RU,0,RU,M,20091
2021,EX,FT,Head of Data,230000,RU,50,RU,L,20091
2021,EN,FT,Machine Learning Engineer,125000,US,100,US,S,91462
2021,SE,FT,Data Analytics Manager,120000,US,100,US,M,91462
2020,MI,FT,Research Scientist,450000,US,0,US,M,53623
2020,MI,FT,Data Analyst,46759,FR,50,FR,L,7164
2020,MI,FT,Data Engineer,74130,AT,50,AT,L,986
2021,SE,FT,Data Science Engineer,127221,CA,50,CA,L,1
2021,SE,FT,Data Science Manager,144000,US,100,US,L,91462
2021,EN,FT,Data Scientist,13400,UA,100,UA,L,7158
2021,MI,FT,Data Scientist,75774,CA,100,CA,L,1
2021,MI,FT,Data Scientist,150000,US,100,US,M,91462
2020,MI,FT,Data Science Consultant,103000,US,100,US,L,53623
2021,SE,FT,Data Engineering Manager,153000,US,100,US,L,91462
2021,MI,FT,Data Engineer,90000,US,100,US,L,91462
2021,EN,FT,Data Analyst,90000,US,100,US,S,91462
2021,EN,FT,Data Analyst,60000,US,100,US,S,91462
2021,MI,FT,Data Scientist,50000,NG,100,NG,L,423
2021,EN,PT,AI Scientist,12000,PK,100,US,M,91462
2021,MI,PT,3D Computer Vision Researcher,5409,IN,50,IN,M,67352
2021,MI,CT,ML Engineer,270000,US,100,US,L,91462
2021,MI,FT,Applied Data Scientist,54238,GB,50,CA,L,1
2021,MI,FT,Machine Learning Engineer,47282,ES,100,ES,S,13065
2021,EX,FT,Director of Data Science,153667,IT,100,PL,L,7707
2021,MI,FT,Data Engineer,28476,PL,100,PL,L,7707
2021,MI,FT,Data Analytics Engineer,110000,US,100,US,L,91462
2021,EN,FT,Research Scientist,82528,GB,50,GB,L,30622
2020,EN,FT,Machine Learning Engineer,250000,US,50,US,L,53623
2021,EN,FT,Data Analyst,59102,FR,50,FR,M,21141
2021,SE,FT,Data Analyst,80000,BG,100,US,S,91462
2020,EN,FT,Data Analyst,10000,NG,100,NG,S,242
2020,EN,FT,Machine Learning Engineer,138000,US,100,US,S,53623
2021,MI,FT,Data Engineer,140000,US,100,US,L,91462
2021,SE,FT,Data Analytics Engineer,79197,DE,100,DE,L,14918
2021,SE,FT,Lead Data Analyst,170000,US,100,US,L,91462
2021,EN,FT,Data Analyst,80000,US,100,US,M,91462
2020,MI,FT,Data Scientist,45760,PH,100,US,S,53623
2021,MI,FT,BI Data Analyst,100000,US,100,US,M,91462
2021,SE,FT,Data Scientist,53192,FR,50,FR,L,21141
2021,EX,FT,Head of Data,235000,US,100,US,L,91462
2021,EX,FT,BI Data Analyst,150000,IN,100,US,L,91462
2020,EX,FT,Data Engineering Manager,79833,ES,50,ES,L,5440
2021,EN,FT,Machine Learning Scientist,225000,US,100,US,L,91462
2021,EN,FT,Data Science Consultant,76833,DE,100,DE,S,14918
2020,MI,FT,Machine Learning Infrastructure Engineer,50180,PT,0,PT,M,1092
2021,SE,FT,Marketing Data Analyst,88654,GR,100,DK,L,1805
2021,SE,FT,Lead Data Engineer,103160,GB,100,GB,S,30622
2021,SE,FT,Director of Data Engineering,113476,GB,100,GB,M,30622
2021,SE,FT,Machine Learning Engineer,94564,DE,50,DE,L,14918
2021,EN,FT,Data Engineer,30428,IN,100,IN,L,67352
2021,SE,FT,Data Engineer,150000,US,100,US,M,91462
2021,SE,FT,Data Engineer,115000,US,100,US,S,91462
2021,MI,FT,Research Scientist,187442,CA,100,CA,L,1
2021,MI,FT,Data Analyst,51519,GB,50,GB,L,30622
2020,MI,FT,Data Engineer,106000,US,100,US,L,53623
2020,MI,FT,Data Engineer,112872,GB,50,GB,L,7350
2021,MI,FT,BI Data Analyst,36259,HU,50,US,L,91462
2021,SE,FT,Data Engineer,150000,US,100,US,L,91462
2020,EN,PT,ML Engineer,15966,DE,100,DE,S,4822
2021,MI,FT,Computer Vision Software Engineer,95746,DE,100,US,S,91462
2021,EN,FT,Computer Vision Software Engineer,70000,US,100,US,M,91462
2021,MI,FT,Financial Data Analyst,450000,US,100,US,L,91462
2020,MI,FT,Data Scientist,76958,GB,100,GB,S,7350
2021,MI,FT,Cloud Data Engineer,89294,SG,50,SG,L,606
2021,EN,FT,Data Scientist,29751,IN,50,IN,L,67352
2021,SE,FT,Lead Data Engineer,276000,US,0,US,L,91462
2020,SE,FT,Data Engineer,188000,US,100,US,L,53623
2021,SE,FT,Cloud Data Engineer,160000,BR,100,US,S,91462
2020,MI,FT,Data Scientist,105000,US,100,US,L,53623
2021,MI,FT,Data Engineer,200000,US,100,US,L,91462
2021,SE,FT,Data Engineering Manager,174000,US,100,US,L,91462
2021,MI,FT,Data Analyst,93000,US,100,US,L,91462
2021,EN,FT,Data Scientist,28399,IN,100,IN,M,67352
2021,SE,FT,Research Scientist,60757,PT,50,PT,L,2778
2021,EN,FT,Data Scientist,90000,US,100,US,S,91462
2020,MI,FT,Data Engineer,70139,FR,50,FR,L,7164
2020,EN,FT,Data Analyst,6072,IN,0,IN,S,28158
2020,SE,FT,Data Engineer,33511,MX,0,MX,S,4161
2021,SE,FT,Principal Data Analyst,170000,US,100,US,M,91462
2021,SE,FT,Data Engineer,96282,GB,50,GB,L,30622
2021,MI,FT,Data Engineer,12103,TR,0,TR,M,19928
2021,EN,FT,Data Scientist,36643,FR,50,FR,L,21141
2021,MI,FT,Data Engineer,72212,GB,50,GB,L,30622
2020,EN,FT,Data Analyst,91000,US,100,US,L,53623
2021,SE,FT,Big Data Architect,99703,CA,50,CA,M,1
2021,SE,FT,Data Scientist,165000,US,100,US,L,91462
2021,MI,FT,Data Analyst,80000,US,100,US,L,91462
2021,SE,FT,Data Scientist,103691,CA,100,CA,L,1
2021,EN,FT,Data Engineer,21637,IN,50,IN,M,67352
2020,EN,FT,Research Scientist,42000,NL,50,NL,L,2196
2020,MI,FT,Lead Data Scientist,115000,AE,0,AE,L,573
2021,MI,FT,Research Scientist,63810,CA,100,CA,M,1
2020,SE,FT,Machine Learning Scientist,260000,JP,0,JP,S,640
2021,MI,FT,Head of Data Science,110000,US,0,US,S,91462
2021,MI,FT,Data Architect,180000,US,100,US,L,91462
2021,SE,FT,Data Analyst,200000,US,100,US,L,91462
2020,SE,FT,Big Data Engineer,109024,GB,50,GB,M,7350
2021,SE,FT,Director of Data Engineering,200000,US,100,US,L,91462
2021,SE,FT,ML Engineer,256000,US,100,US,S,91462
2021,MI,FT,Data Engineer,110000,US,100,US,L,91462
2020,MI,FT,Data Scientist,79833,DE,0,DE,L,4822
2021,EN,FT,Data Engineer,72500,US,100,US,L,91462
2021,SE,FT,Machine Learning Engineer,185000,US,50,US,L,91462
2021,MI,PT,Data Engineer,69741,NL,100,NL,L,6420
2021,EN,FT,Research Scientist,100000,JE,0,CN,L,106
2021,MI,FT,Data Engineer,112000,US,100,US,L,91462
2020,SE,FT,Machine Learning Engineer,150000,US,50,US,L,53623
2021,SE,FT,Data Scientist,20171,TR,50,TR,L,19928
2021,SE,FT,AI Scientist,55000,ES,100,ES,L,13065
2021,EN,FT,Data Scientist,58000,US,50,US,L,91462
2021,EN,FT,Data Scientist,100000,US,100,US,M,91462
2021,SE,FT,Data Scientist,77684,FR,50,FR,M,21141
2021,EN,FT,Machine Learning Engineer,85000,NL,100,DE,S,14918
2021,EN,FT,Data Science Consultant,76833,DE,0,DE,L,14918
2021,SE,CT,Staff Data Scientist,105000,US,100,US,M,91462
2020,EN,FT,Data Analyst,72000,US,100,US,L,53623
2021,EN,FT,Data Engineer,65013,DE,50,DE,M,14918
2021,MI,FT,Data Engineer,28016,TR,100,TR,M,19928
2021,MI,FT,Data Engineer,111775,US,0,US,M,91462
2021,MI,FT,Data Engineer,93150,US,0,US,M,91462
2021,SE,FT,Lead Data Engineer,160000,PR,50,US,S,91462
2021,MI,FT,Data Scientist,25532,RS,100,DE,S,14918
2021,SE,FT,Machine Learning Engineer,66265,IN,0,IN,L,67352
2021,MI,FT,Data Scientist,16904,IN,100,IN,S,67352
2021,SE,FT,Data Analyst,63831,DE,50,DE,L,14918
2020,SE,FT,Lead Data Scientist,190000,US,100,US,S,53623
2021,EX,FT,Director of Data Science,141846,DE,0,DE,L,14918
2021,EN,FT,Big Data Engineer,16228,IN,100,IN,L,67352
2021,SE,FT,Data Analyst,71786,CA,100,CA,M,1
2020,MI,FT,Data Scientist,35735,HU,50,HU,L,893
2021,SE,FT,Data Scientist,135000,US,0,US,L,91462
2021,EN,FT,Machine Learning Engineer,24823,DE,50,DE,M,14918
2021,SE,FT,Data Science Manager,54094,IN,50,US,L,91462
2021,SE,FT,Machine Learning Engineer,24342,IN,100,IN,L,67352
2021,EN,FT,BI Data Analyst,9272,KE,100,KE,S,549
2021,MI,FT,Data Scientist,147000,US,50,US,L,91462
2021,SE,FT,Research Scientist,96113,CA,50,CA,L,1
2021,SE,FT,Data Science Manager,174000,US,100,US,L,91462
2020,MI,FT,Business Data Analyst,135000,US,100,US,L,53623
2021,EN,FT,Machine Learning Engineer,21844,CO,50,CO,M,9552
2020,SE,FT,Lead Data Engineer,125000,NZ,50,NZ,S,6
2020,EN,FT,Data Scientist,51321,FR,0,FR,S,7164
2020,MI,FT,Data Scientist,40481,IN,0,IN,L,28158
2021,EX,FT,Data Science Consultant,69741,FR,100,ES,S,13065
2021,SE,FT,Data Analytics Engineer,50000,VN,100,GB,M,30622
2021,MI,FT,Data Engineer,4000,IR,100,IR,M,13600
2020,EN,FT,Data Scientist,39916,FR,0,FR,M,7164
2020,MI,FT,Lead Data Analyst,87000,US,100,US,L,53623
2021,MI,FT,Data Engineer,26005,RO,0,US,L,91462
2021,MI,FT,Data Scientist,90734,DE,50,DE,L,14918
2021,MI,FT,Big Data Engineer,22611,IN,0,IN,L,67352
2021,MI,FT,Data Scientist,5679,IN,100,US,S,91462
2021,EN,FT,Machine Learning Engineer,81000,US,50,US,S,91462
2021,MI,FT,Data Scientist,40038,CL,100,CL,L,3292
2021,MI,FT,Data Scientist,2859,MX,0,MX,S,6948
2021,EN,FT,Data Science Consultant,90000,US,100,US,S,91462
2021,MI,FT,Data Scientist,61467,DE,50,AT,M,2513
2021,SE,FT,Machine Learning Infrastructure Engineer,195000,US,100,US,M,91462
2021,MI,FT,Data Scientist,37825,ES,100,ES,L,13065
2020,MI,FT,Data Analyst,85000,US,100,US,L,53623
2021,EX,CT,Principal Data Scientist,416000,US,100,US,S,91462
2021,SE,FT,Machine Learning Scientist,225000,US,100,CA,L,1
2021,MI,FT,Data Scientist,56256,GB,50,GB,L,30622
2021,MI,FT,Data Scientist,33808,IN,0,IN,M,67352
2021,MI,FT,Data Scientist,116914,GB,50,GB,L,30622
2021,MI,FT,Machine Learning Engineer,46597,PL,100,PL,L,7707
2020,MI,FT,Data Analyst,8000,PK,50,PK,L,1318
2020,EN,FT,Data Engineer,41689,JP,100,JP,S,640
2020,SE,FT,Big Data Engineer,114047,PL,100,GB,S,7350
2021,MI,FT,Machine Learning Engineer,88654,BE,100,BE,M,4043
2020,EN,FT,Data Science Consultant,5707,IN,50,IN,M,28158
2020,MI,FT,Lead Data Engineer,56000,PT,100,US,M,53623
2021,EN,PT,Computer Vision Engineer,28609,DK,50,DK,S,1805
2021,MI,FT,Data Scientist,88654,DE,50,DE,L,14918
2020,MI,FT,Machine Learning Engineer,43331,CN,0,CN,M,267
2020,MI,FT,Product Data Analyst,6072,IN,100,IN,L,28158
2020,SE,FT,Data Engineer,47899,GR,50,GR,L,381
2020,MI,FT,BI Data Analyst,98000,US,0,US,M,53623
2021,MI,FT,Data Engineer,66022,HK,50,GB,S,30622
2021,MI,FT,Research Scientist,56738,FR,50,FR,S,21141
2021,MI,FT,Machine Learning Engineer,24823,SI,50,SI,L,937
2021,SE,FT,Data Analytics Manager,120000,US,0,US,L,91462
2021,MI,FL,Data Engineer,20000,IT,0,US,L,91462
2020,EX,FT,Director of Data Science,325000,US,100,US,L,53623
2021,SE,FT,Machine Learning Engineer,200000,US,100,US,L,91462
2020,EN,FT,AI Scientist,45896,DK,50,DK,S,458
2021,MI,FT,Data Scientist,160000,US,100,US,L,91462
2021,SE,FT,Research Scientist,50000,FR,100,US,S,91462
2021,MI,FT,Data Science Engineer,40189,GR,100,GR,M,3018
2021,EX,FT,Principal Data Engineer,600000,US,100,US,L,91462
2021,MI,FT,Data Scientist,12901,BR,0,BR,S,40032
2021,SE,FT,Data Engineer,165000,US,0,US,M,91462
2021,EN,FT,Big Data Engineer,5882,IN,0,CH,L,2457
2020,MI,FT,Data Scientist,42197,FR,50,FR,S,7164
2021,SE,FT,Principal Data Engineer,185000,US,100,US,L,91462
2020,EN,FT,Data Scientist,62726,DE,50,DE,S,4822
2021,MI,FT,Data Scientist,90734,DE,50,DE,L,14918
2020,EN,PT,Data Scientist,21669,IT,50,IT,S,5783
2020,MI,FT,Data Engineer,110000,US,100,US,L,53623
2021,SE,FT,Data Analytics Manager,140000,US,100,US,L,91462
2020,SE,FT,Data Scientist,120000,US,50,US,L,53623
2021,SE,FT,Data Scientist,87738,CA,100,CA,S,1
2021,SE,FT,Finance Data Analyst,61896,GB,50,GB,L,30622
2021,MI,FL,Machine Learning Scientist,12000,PK,50,PK,M,2230
2021,SE,FT,Data Engineer,76833,RO,50,GB,S,30622
2021,MI,FT,Machine Learning Engineer,74000,JP,50,JP,S,4090
2021,SE,FT,Data Science Manager,152000,US,100,FR,L,21141
2021,MI,FT,Big Data Engineer,18000,MD,0,MD,S,633
2020,SE,FL,Computer Vision Engineer,60000,RU,100,US,S,53623
2021,MI,FT,Data Scientist,130000,US,50,US,L,91462
2021,SE,FT,Computer Vision Engineer,18907,BR,0,BR,M,40032
2021,EN,FT,Business Data Analyst,59102,LU,100,LU,L,160
2021,SE,FT,Principal Data Scientist,173762,DE,100,DE,M,14918
2020,SE,FT,Principal Data Scientist,148261,DE,100,DE,M,4822
2020,MI,FT,Data Scientist,38776,ES,100,ES,M,5440
2021,MI,FT,Data Scientist,46809,ES,100,ES,M,13065
2021,EN,FT,Data Scientist,4000,VN,0,VN,M,4780
2021,EN,FT,AI Scientist,18053,IN,100,AS,S,0
2020,SE,FT,Data Scientist,91237,AT,0,AT,S,986
2020,MI,FT,Data Scientist,62726,FR,50,LU,S,128
2021,MI,FT,Data Scientist,115000,US,50,US,L,91462
2021,SE,FT,Principal Data Scientist,235000,US,100,US,L,91462
2021,MI,FT,Lead Data Analyst,19609,IN,100,IN,L,67352
2021,EN,PT,AI Scientist,12000,BR,100,US,S,91462
2021,MI,FT,Data Analyst,75000,US,0,US,L,91462
2021,MI,FT,Data Analyst,62000,US,0,US,L,91462
2021,MI,FT,Data Scientist,73000,US,0,US,L,91462
2021,MI,FT,Data Engineer,45391,NL,100,NL,L,6420
2020,SE,FT,Data Science Manager,190200,US,100,US,M,53623
2020,MI,FT,Data Scientist,118000,US,100,US,M,53623
2020,MI,FT,Data Scientist,138350,US,100,US,M,53623
2020,MI,FT,Data Engineer,130800,ES,100,US,M,53623
2020,SE,FT,Machine Learning Engineer,45618,HR,100,HR,S,579
2021,SE,FT,Director of Data Science,168000,JP,0,JP,S,4090
2021,MI,FT,Data Scientist,119059,SG,100,IL,M,2631
2021,MI,FT,Applied Machine Learning Scientist,423000,US,50,US,L,91462
2021,MI,FT,Data Engineer,28369,MT,50,MT,L,113
2021,SE,FT,Data Specialist,165000,US,100,US,L,91462
2020,SE,FT,Data Scientist,412000,US,100,US,L,53623
2021,MI,FT,Principal Data Scientist,151000,US,100,US,L,91462
2020,EN,FT,Data Scientist,105000,US,100,US,S,53623
2020,EN,CT,Business Data Analyst,100000,US,100,US,L,53623
2021,SE,FT,Data Science Manager,94665,IN,50,IN,L,67352
